path,area,kind,tracked_or_generated,referenced_by,last_signal,risk,recommended_action,confidence,verification_needed,notes
eatfitai-backend/Services/AiCorrectionService.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Services/AiFoodMapService.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Services/AiHealthService.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Services/AiLogService.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Services/AiProviderUrlResolver.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Services/AiRuntimeStatusService.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Services/AnalyticsService.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Services/AuthInfrastructureBootstrapper.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Services/AuthService.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Services/EmailService.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Services/EncryptionService.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-18,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Services/FoodService.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Services/GeminiKeyReencryptionService.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-18,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Services/GeminiPoolManager.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Services/GeminiRuntimeProjectService.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Services/Interfaces/IAdminAuditService.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Services/Interfaces/IAdminRealtimeEventBus.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Services/Interfaces/IAdminRuntimeSnapshotCache.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Services/Interfaces/IAiRuntimeStatusService.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Services/Interfaces/IAnalyticsService.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Services/Interfaces/IAuthService.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Services/Interfaces/IEmailService.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Services/Interfaces/IEncryptionService.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Services/Interfaces/IFoodService.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Services/Interfaces/IGeminiPoolManager.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Services/Interfaces/IGeminiRuntimeProjectService.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Services/Interfaces/IMealDiaryService.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Services/Interfaces/INutritionInsightService.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Services/Interfaces/IRecipeSuggestionService.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Services/Interfaces/ISupabaseStorageService.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Services/Interfaces/IUserFoodItemService.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Services/Interfaces/IUserService.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Services/Interfaces/IVisionCacheService.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Services/LookupCacheService.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Services/MealDiaryService.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Services/NutritionCalcService.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Services/NutritionInsightService.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Services/RecipeSuggestionService.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Services/StreakService.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Services/SupabaseSchemaBootstrapper.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Services/SupabaseStorageService.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Services/UserFoodItemService.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Services/UserPreferenceService.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Services/UserService.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Services/VisionCacheService.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Services/VoiceProcessingService.cs,backend,source,tracked,Compiled by the ASP.NET Core project or consumed by the test project.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Tests/Integration/Controllers/AIControllerTests.cs,backend,test,tracked,Collected by EatFitAI.API.Tests.csproj via Tests/** include pattern.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Tests/Integration/Controllers/AIHealthControllerTests.cs,backend,test,tracked,Collected by EatFitAI.API.Tests.csproj via Tests/** include pattern.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Tests/Integration/Controllers/AIVisionControllerTests.cs,backend,test,tracked,Collected by EatFitAI.API.Tests.csproj via Tests/** include pattern.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Tests/Integration/Controllers/AnalyticsControllerTests.cs,backend,test,tracked,Collected by EatFitAI.API.Tests.csproj via Tests/** include pattern.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Tests/Integration/Controllers/AuthControllerTests.cs,backend,test,tracked,Collected by EatFitAI.API.Tests.csproj via Tests/** include pattern.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Tests/Integration/Controllers/FoodControllerTests.cs,backend,test,tracked,Collected by EatFitAI.API.Tests.csproj via Tests/** include pattern.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Tests/Integration/Controllers/MealDiaryControllerTests.cs,backend,test,tracked,Collected by EatFitAI.API.Tests.csproj via Tests/** include pattern.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Tests/Integration/Controllers/VoiceControllerTests.cs,backend,test,tracked,Collected by EatFitAI.API.Tests.csproj via Tests/** include pattern.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Tests/Integration/IntegrationTestHost.cs,backend,test,tracked,Collected by EatFitAI.API.Tests.csproj via Tests/** include pattern.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Tests/Unit/Controllers/AdminRuntimeControllerTests.cs,backend,test,tracked,Collected by EatFitAI.API.Tests.csproj via Tests/** include pattern.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Tests/Unit/Controllers/HealthControllerTests.cs,backend,test,tracked,Collected by EatFitAI.API.Tests.csproj via Tests/** include pattern.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Tests/Unit/Middleware/RequestLoggingMiddlewareTests.cs,backend,test,tracked,Collected by EatFitAI.API.Tests.csproj via Tests/** include pattern.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Tests/Unit/Security/AdminClaimsTransformationTests.cs,backend,test,tracked,Collected by EatFitAI.API.Tests.csproj via Tests/** include pattern.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Tests/Unit/Services/AiHealthServiceTests.cs,backend,test,tracked,Collected by EatFitAI.API.Tests.csproj via Tests/** include pattern.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Tests/Unit/Services/AiLogServiceTests.cs,backend,test,tracked,Collected by EatFitAI.API.Tests.csproj via Tests/** include pattern.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Tests/Unit/Services/AiProviderUrlResolverTests.cs,backend,test,tracked,Collected by EatFitAI.API.Tests.csproj via Tests/** include pattern.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Tests/Unit/Services/AuthServiceTests.cs,backend,test,tracked,Collected by EatFitAI.API.Tests.csproj via Tests/** include pattern.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Tests/Unit/Services/EmailServiceTests.cs,backend,test,tracked,Collected by EatFitAI.API.Tests.csproj via Tests/** include pattern.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Tests/Unit/Services/EncryptionServiceTests.cs,backend,test,tracked,Collected by EatFitAI.API.Tests.csproj via Tests/** include pattern.,mtime:2026-04-18,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Tests/Unit/Services/FoodServiceTests.cs,backend,test,tracked,Collected by EatFitAI.API.Tests.csproj via Tests/** include pattern.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Tests/Unit/Services/GeminiKeyReencryptionServiceTests.cs,backend,test,tracked,Collected by EatFitAI.API.Tests.csproj via Tests/** include pattern.,mtime:2026-04-18,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Tests/Unit/Services/MealDiaryServiceTests.cs,backend,test,tracked,Collected by EatFitAI.API.Tests.csproj via Tests/** include pattern.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Tests/Unit/Services/RecipeSuggestionServiceTests.cs,backend,test,tracked,Collected by EatFitAI.API.Tests.csproj via Tests/** include pattern.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Tests/Unit/Services/StartupBootstrapHealthCheckTests.cs,backend,test,tracked,Collected by EatFitAI.API.Tests.csproj via Tests/** include pattern.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Tests/Unit/Services/SupabaseSchemaBootstrapperTests.cs,backend,test,tracked,Collected by EatFitAI.API.Tests.csproj via Tests/** include pattern.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Tests/Unit/Services/UserPreferenceServiceTests.cs,backend,test,tracked,Collected by EatFitAI.API.Tests.csproj via Tests/** include pattern.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/Tests/Unit/Services/UserServiceTests.cs,backend,test,tracked,Collected by EatFitAI.API.Tests.csproj via Tests/** include pattern.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/appsettings.Development.json,backend,config,tracked,Tracked repo path inside an active workspace area.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/appsettings.Production.json,backend,config,tracked,Tracked repo path inside an active workspace area.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/appsettings.json,backend,config,tracked,Tracked repo path inside an active workspace area.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/bin,generated,generated-dir,generated,Generated local output root; descendants are reproducible and ignored by git.,mtime:2026-04-16,low,DELETE_NOW,high,Confirm .gitignore coverage and regenerate only when needed.,descendant_files=572 latest_generated_signal=2026-04-18
eatfitai-backend/obj,generated,generated-dir,generated,Generated local output root; descendants are reproducible and ignored by git.,mtime:2026-04-18,low,DELETE_NOW,high,Confirm .gitignore coverage and regenerate only when needed.,descendant_files=52 latest_generated_signal=2026-04-18
eatfitai-backend/supabase_schema.sql,backend,file,tracked,Tracked repo path inside an active workspace area.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-backend/supabase_storage.sql,backend,file,tracked,Tracked repo path inside an active workspace area.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/.eas/workflows/e2e-test-android.yml,mobile,config,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/.env.development.example,mobile,config,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/.env.development.local.example,mobile,config,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/.env.production.example,mobile,config,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/.eslintrc.js,mobile,source,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/.expo,generated,generated-dir,generated,Generated local output root; descendants are reproducible and ignored by git.,mtime:2026-04-16,low,DELETE_NOW,high,Confirm .gitignore coverage and regenerate only when needed.,descendant_files=2 latest_generated_signal=2026-04-16
eatfitai-mobile/.gitignore,mobile,file,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/.husky/_/husky.sh,mobile,file,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/.husky/pre-commit,mobile,file,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/.maestro/config.yaml,mobile,config,tracked,Invoked by eatfitai-mobile/scripts/run-maestro.js and package.json maestro:* scripts.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/.maestro/device/01-process-death.yaml,mobile,config,tracked,Invoked by eatfitai-mobile/scripts/run-maestro.js and package.json maestro:* scripts.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/.maestro/hero.config.yaml,mobile,config,tracked,Invoked by eatfitai-mobile/scripts/run-maestro.js and package.json maestro:* scripts.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/.maestro/hero/ai-scan-save.yaml,mobile,config,tracked,Invoked by eatfitai-mobile/scripts/run-maestro.js and package.json maestro:* scripts.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/.maestro/hero/auth-full.yaml,mobile,config,tracked,Invoked by eatfitai-mobile/scripts/run-maestro.js and package.json maestro:* scripts.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/.maestro/hero/manual-diary.yaml,mobile,config,tracked,Invoked by eatfitai-mobile/scripts/run-maestro.js and package.json maestro:* scripts.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/.maestro/hero/nutrition.yaml,mobile,config,tracked,Invoked by eatfitai-mobile/scripts/run-maestro.js and package.json maestro:* scripts.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/.maestro/hero/onboarding.yaml,mobile,config,tracked,Invoked by eatfitai-mobile/scripts/run-maestro.js and package.json maestro:* scripts.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/.maestro/hero/profile-stats.yaml,mobile,config,tracked,Invoked by eatfitai-mobile/scripts/run-maestro.js and package.json maestro:* scripts.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/.maestro/hero/voice-text.yaml,mobile,config,tracked,Invoked by eatfitai-mobile/scripts/run-maestro.js and package.json maestro:* scripts.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/.maestro/regression.config.yaml,mobile,config,tracked,Invoked by eatfitai-mobile/scripts/run-maestro.js and package.json maestro:* scripts.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/.maestro/regression/01-ai-scan-entry.yaml,mobile,config,tracked,Invoked by eatfitai-mobile/scripts/run-maestro.js and package.json maestro:* scripts.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/.maestro/regression/02-home-actions-contract.yaml,mobile,config,tracked,Invoked by eatfitai-mobile/scripts/run-maestro.js and package.json maestro:* scripts.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/.maestro/smoke.config.yaml,mobile,config,tracked,Invoked by eatfitai-mobile/scripts/run-maestro.js and package.json maestro:* scripts.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/.maestro/smoke/00-suite.yaml,mobile,config,tracked,Invoked by eatfitai-mobile/scripts/run-maestro.js and package.json maestro:* scripts.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/.maestro/smoke/01-auth-home.yaml,mobile,config,tracked,Invoked by eatfitai-mobile/scripts/run-maestro.js and package.json maestro:* scripts.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/.maestro/smoke/02-food-search.yaml,mobile,config,tracked,Invoked by eatfitai-mobile/scripts/run-maestro.js and package.json maestro:* scripts.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/.maestro/smoke/03-meal-diary.yaml,mobile,config,tracked,Invoked by eatfitai-mobile/scripts/run-maestro.js and package.json maestro:* scripts.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/.maestro/smoke/04-error-retry.yaml,mobile,config,tracked,Invoked by eatfitai-mobile/scripts/run-maestro.js and package.json maestro:* scripts.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/.maestro/subflows/login.yaml,mobile,config,tracked,Invoked by eatfitai-mobile/scripts/run-maestro.js and package.json maestro:* scripts.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/.maestro/subflows/scroll-to-element.yaml,mobile,config,tracked,Invoked by eatfitai-mobile/scripts/run-maestro.js and package.json maestro:* scripts.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/.maestro/subflows/start-authenticated.yaml,mobile,config,tracked,Invoked by eatfitai-mobile/scripts/run-maestro.js and package.json maestro:* scripts.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/.prettierrc,mobile,file,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/App.tsx,mobile,source,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/README.md,mobile,doc,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,absolute_windows_path_hits=2
eatfitai-mobile/__tests__/ForgotPasswordScreen.test.tsx,mobile,test,tracked,Collected by jest via eatfitai-mobile/package.json and jest.config.js.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/__tests__/aiService.test.ts,mobile,test,tracked,Collected by jest via eatfitai-mobile/package.json and jest.config.js.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/__tests__/apiClient.fetchWithAuthRetry.test.ts,mobile,test,tracked,Collected by jest via eatfitai-mobile/package.json and jest.config.js.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/__tests__/authStore.test.ts,mobile,test,tracked,Collected by jest via eatfitai-mobile/package.json and jest.config.js.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/__tests__/diaryService.test.ts,mobile,test,tracked,Collected by jest via eatfitai-mobile/package.json and jest.config.js.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/__tests__/diaryStore.test.ts,mobile,test,tracked,Collected by jest via eatfitai-mobile/package.json and jest.config.js.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/__tests__/foodPreferenceFilter.test.ts,mobile,test,tracked,Collected by jest via eatfitai-mobile/package.json and jest.config.js.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/__tests__/foodService.test.ts,mobile,test,tracked,Collected by jest via eatfitai-mobile/package.json and jest.config.js.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/__tests__/mealService.test.ts,mobile,test,tracked,Collected by jest via eatfitai-mobile/package.json and jest.config.js.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/__tests__/smokeCredentials.test.js,mobile,test,tracked,Collected by jest via eatfitai-mobile/package.json and jest.config.js.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/__tests__/tokenService.test.ts,mobile,test,tracked,Collected by jest via eatfitai-mobile/package.json and jest.config.js.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/__tests__/useListSkeleton.test.ts,mobile,test,tracked,Collected by jest via eatfitai-mobile/package.json and jest.config.js.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/__tests__/useStatsStore.test.ts,mobile,test,tracked,Collected by jest via eatfitai-mobile/package.json and jest.config.js.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/__tests__/voiceService.test.ts,mobile,test,tracked,Collected by jest via eatfitai-mobile/package.json and jest.config.js.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/__tests__/voiceStore.test.ts,mobile,test,tracked,Collected by jest via eatfitai-mobile/package.json and jest.config.js.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/android/.gitignore,mobile,file,tracked,Tracked mobile manifest or config used by the Expo app workspace.,mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
