candidate_name,decision,append_to_taxonomy,existing_canonical_class,images,instances,eligible_images,eligible_instances,source_count,eligible_source_count,sources,eligible_sources,raw_labels,dominant_candidate_origin,hold_reasons,targeted_collection_lanes,decision_reason
pizza_with_ham_baked,reject,False,,134,138,67,69,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,pizza-with-ham-baked,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
tea_peppermint,reject,False,,134,140,67,70,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,tea-peppermint,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
garlic_ail,reject,False,,66,493,66,493,1,1,henningheyen/lvis-fruits-and-vegetables-dataset,henningheyen/lvis-fruits-and-vegetables-dataset,garlic/ail,yolo_detection,,,too_few_eligible_images
beetroot_raw,reject,False,,130,132,65,66,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,beetroot-raw,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
capers,reject,False,,130,130,65,65,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,capers,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
fruit_tart,reject,False,,130,134,65,67,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,fruit-tart,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
ice_tea,reject,False,,130,138,65,69,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,ice-tea,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
mixed_seeds,reject,False,,130,130,65,65,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,mixed-seeds,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
beef_cut_into_stripes_only_meat,reject,False,,128,130,64,65,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,beef-cut-into-stripes-only-meat,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
oil_vinegar_salad_dressing,reject,False,,128,128,64,64,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,oil-vinegar-salad-dressing,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
spring_onion_scallion,reject,False,,128,136,64,68,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,spring-onion-scallion,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
blackberry,reject,False,,83,467,64,448,3,2,awsaf49/food-recognition-2022-dataset|henningheyen/lvis-fruits-and-vegetables-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset|henningheyen/lvis-fruits-and-vegetables-dataset,blackberry,yolo_detection,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
lye_pretzel_soft,reject,False,,126,126,63,63,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,lye-pretzel-soft,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
pumpkin_seeds,reject,False,,126,130,63,65,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,pumpkin-seeds,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
quiche_with_cheese_baked_with_puff_pastry,reject,False,,126,132,63,66,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,quiche-with-cheese-baked-with-puff-pastry,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
juice_apple,reject,False,,124,138,62,69,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,juice-apple,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
brioche,reject,False,,122,160,61,80,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,brioche,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
butter_spread_puree_almond,reject,False,,120,130,60,65,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,butter-spread-puree-almond,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
savoury_puff_pastry,reject,False,,120,122,60,61,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,savoury-puff-pastry,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
cervelat,reject,False,,118,120,59,60,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,cervelat,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
fruit_coulis,reject,False,,118,120,59,60,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,fruit-coulis,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
ham_croissant,reject,False,,118,124,59,62,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,ham-croissant,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
beef_sirloin_steak,reject,False,,116,116,58,58,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,beef-sirloin-steak,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
vegetable_au_gratin_baked,reject,False,,116,120,58,60,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,vegetable-au-gratin-baked,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
wienerli_swiss_sausage,reject,False,,116,120,58,60,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,wienerli-swiss-sausage,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
olives,reject,False,,58,58,58,58,1,1,fontainenathan/foodseg103,fontainenathan/foodseg103,olives,segmentation_or_mask,,,too_few_eligible_images
focaccia,reject,False,,114,124,57,62,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,focaccia,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
frying_sausage,reject,False,,114,116,57,58,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,frying-sausage,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
sunflower_seeds,reject,False,,114,114,57,57,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,sunflower-seeds,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
chili_con_carne_prepared,reject,False,,110,114,55,57,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,chili-con-carne-prepared,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
chocolate_cookies,reject,False,,110,112,55,56,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,chocolate-cookies,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
kefir_drink,reject,False,,110,130,55,65,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,kefir-drink,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
meat_terrine_pate,reject,False,,110,122,55,61,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,meat-terrine-pate,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
veggie_burger,reject,False,,108,110,54,55,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,veggie-burger,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
figs,reject,False,,106,106,53,53,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,figs,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
alfa_sprouts,reject,False,,104,104,52,52,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,alfa-sprouts,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
bacon,reject,False,,102,102,51,51,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,bacon,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
bell_pepper_red_stewed_without_addition_of_fat_without_addition_of_salt,reject,False,,102,102,51,51,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,bell-pepper-red-stewed-without-addition-of-fat-without-addition-of-salt,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
rice_wild,reject,False,,102,102,51,51,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,rice-wild,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
mi_xao,reject,False,,51,51,51,51,1,1,trungquncao/vietnamese-food,trungquncao/vietnamese-food,mi xao,classification_pseudo_box_review,,,too_few_eligible_images
hamburger,reject,False,,12523,15979,50,51,5,1,awsaf49/food-recognition-2022-dataset|kmader/food41|sainikhileshreddy/food-recognition-2022|shanemarvinmay/food-image-dataset|thomasnguyen6868/vietfood68,awsaf49/food-recognition-2022-dataset,Hamburger|hamburger,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0|source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE_OR_DUPLICATE,,base_reject_alias
bread_ticino,reject,False,,100,100,50,50,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,bread-ticino,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
pasta_in_butterfly_form_farfalle,reject,False,,100,100,50,50,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,pasta-in-butterfly-form-farfalle,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
porridge_prepared_with_partially_skimmed_milk,reject,False,,100,100,50,50,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,porridge-prepared-with-partially-skimmed-milk,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
basil,reject,False,,98,102,49,51,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,basil,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
bouillon,reject,False,,98,100,49,50,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,bouillon,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
curds_natural_with_at_most_10_fidm,reject,False,,98,98,49,49,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,curds-natural-with-at-most-10-fidm,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
pine_nuts,reject,False,,98,98,49,49,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,pine-nuts,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
tea_verveine,reject,False,,98,106,49,53,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,tea-verveine,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
brussel_sprouts,reject,False,,96,96,48,48,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,brussel-sprouts,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
parsley,reject,False,,96,98,48,49,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,parsley,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
sauerkraut,reject,False,,96,96,48,48,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,sauerkraut,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
eggplant_aubergine,reject,False,,48,351,48,351,1,1,henningheyen/lvis-fruits-and-vegetables-dataset,henningheyen/lvis-fruits-and-vegetables-dataset,eggplant/aubergine,yolo_detection,,,too_few_eligible_images
cherries,reject,False,,94,94,47,47,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,cherries,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
lentils_green_du_puy_du_berry,reject,False,,94,98,47,49,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,lentils-green-du-puy-du-berry,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
spinach_raw,reject,False,,94,96,47,48,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,spinach-raw,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
spinach_steamed_without_addition_of_salt,reject,False,,94,94,47,47,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,spinach-steamed-without-addition-of-salt,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
crisp_bread_wasa,reject,False,,92,92,46,46,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,crisp-bread-wasa,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
pasta_in_conch_form,reject,False,,92,92,46,46,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,pasta-in-conch-form,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
rusk_wholemeal,reject,False,,92,102,46,51,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,rusk-wholemeal,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
zucchini_stewed_without_addition_of_fat_without_addition_of_salt,reject,False,,92,92,46,46,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,zucchini-stewed-without-addition-of-fat-without-addition-of-salt,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
soy,reject,False,,46,46,46,46,1,1,fontainenathan/foodseg103,fontainenathan/foodseg103,soy,segmentation_or_mask,,,too_few_eligible_images
emmental_cheese,reject,False,,90,92,45,46,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,emmental-cheese,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
spring_roll_fried,reject,False,,90,92,45,46,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,spring-roll-fried,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
chestnuts,reject,False,,88,90,44,45,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,chestnuts,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
coconut,reject,False,,88,90,44,45,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,coconut,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
cordon_bleu_from_pork_schnitzel_fried,reject,False,,88,92,44,46,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,cordon-bleu-from-pork-schnitzel-fried,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
quiche_with_spinach_baked_with_cake_dough,reject,False,,88,88,44,44,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,quiche-with-spinach-baked-with-cake-dough,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
white_bread_with_butter_eggs_and_milk,reject,False,,88,94,44,47,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,white-bread-with-butter-eggs-and-milk,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
meatloaf,reject,False,,584,585,43,43,3,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022|youssefahmed003/junk-food-object-detection-dataset-yolo-format,awsaf49/food-recognition-2022-dataset,Meatloaf|meatloaf,yolo_detection,source_decision:HOLD_LICENSE_OR_DUPLICATE|source_decision:HOLD_OVERLAP_ONLY,,too_few_eligible_images
chicken_nuggets,reject,False,,86,86,43,43,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,chicken-nuggets,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
croutons,reject,False,,86,88,43,44,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,croutons,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
fish_fingers_breaded,reject,False,,86,86,43,43,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,fish-fingers-breaded,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
romanesco,reject,False,,86,90,43,45,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,romanesco,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
seeds,reject,False,,86,86,43,43,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,seeds,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
smoothie,reject,False,,86,88,43,44,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,smoothie,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
melon,reject,False,,43,235,43,235,2,2,fontainenathan/foodseg103|henningheyen/lvis-fruits-and-vegetables-dataset,fontainenathan/foodseg103|henningheyen/lvis-fruits-and-vegetables-dataset,melon,segmentation_or_mask,,,too_few_eligible_images
shellfish,reject,False,,43,43,43,43,1,1,fontainenathan/foodseg103,fontainenathan/foodseg103,shellfish,segmentation_or_mask,,,too_few_eligible_images
muffin,reject,False,,584,1178,42,43,3,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022|youssefahmed003/junk-food-object-detection-dataset-yolo-format,awsaf49/food-recognition-2022-dataset,Muffin|muffin,yolo_detection,source_decision:HOLD_LICENSE_OR_DUPLICATE|source_decision:HOLD_OVERLAP_ONLY,,too_few_eligible_images
beef_roast,reject,False,,84,84,42,42,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,beef-roast,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
bulgur,reject,False,,84,90,42,45,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,bulgur,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
shoots,reject,False,,84,84,42,42,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,shoots,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
tzatziki,reject,False,,84,84,42,42,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,tzatziki,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
bread_spelt,reject,False,,82,84,41,42,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,bread-spelt,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
pizza_with_ham_with_mushrooms_baked,reject,False,,82,82,41,41,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,pizza-with-ham-with-mushrooms-baked,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
shrimp_boiled,reject,False,,82,82,41,41,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,shrimp-boiled,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
sample_images,reject,False,,41,41,41,41,1,1,warcoder/fruit-recognition-and-calories-estimation,warcoder/fruit-recognition-and-calories-estimation,Sample_Images,classification_pseudo_box_review,,,too_few_eligible_images
bacon_raw,reject,False,,80,82,40,41,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,bacon-raw,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
cream_spinach,reject,False,,80,80,40,40,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,cream-spinach,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
pork_escalope,reject,False,,80,84,40,42,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,pork-escalope,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
apricot,reject,False,,40,92,40,92,2,2,fontainenathan/foodseg103|henningheyen/lvis-fruits-and-vegetables-dataset,fontainenathan/foodseg103|henningheyen/lvis-fruits-and-vegetables-dataset,apricot,segmentation_or_mask,,,too_few_eligible_images
halloumi,reject,False,,78,78,39,39,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,halloumi,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
processed_meat_charcuterie,reject,False,,78,80,39,40,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,processed-meat-charcuterie,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
curd,reject,False,,76,80,38,40,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,curd,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
fondue,reject,False,,76,82,38,41,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,fondue,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
mustard_dijon,reject,False,,76,78,38,39,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,mustard-dijon,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
pasta_ravioli_stuffing,reject,False,,76,76,38,38,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,pasta-ravioli-stuffing,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
pie_plum_baked_with_cake_dough,reject,False,,76,84,38,42,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,pie-plum-baked-with-cake-dough,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
crackers,reject,False,,74,76,37,38,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,crackers,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
