candidate_name,decision,append_to_taxonomy,existing_canonical_class,images,instances,eligible_images,eligible_instances,source_count,eligible_source_count,sources,eligible_sources,raw_labels,dominant_candidate_origin,hold_reasons,decision_reason
banh_tieu,reject,False,,482,482,241,241,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,banh-tieu|banh_tieu,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
ca_ri_ga,reject,False,,476,476,238,238,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,ca-ri-ga|ca_ri_ga,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
com_ga_xoi_mo,reject,False,,472,472,236,236,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,com-ga-xoi-mo|com_ga_xoi_mo,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
cut_lon_xao_me,reject,False,,472,472,236,236,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,cut-lon-xao-me|cut_lon_xao_me,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
cha_com,reject,False,,470,470,235,235,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,cha-com|cha_com,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
rau_muong_xao,reject,False,,466,466,233,233,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,rau-muong-xao|rau_muong_xao,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
tiet_canh,reject,False,,462,462,231,231,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,tiet-canh|tiet_canh,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
cha_lui,reject,False,,456,456,228,228,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,cha-lui|cha_lui,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
ga_chien_nuoc_mam,reject,False,,450,450,225,225,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,ga-chien-nuoc-mam|ga_chien_nuoc_mam,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
com_chay_cha_bong,reject,False,,446,446,223,223,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,com-chay-cha-bong|com_chay_cha_bong,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
canh_kho_hoa,reject,False,,444,444,222,222,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,canh-kho-hoa|canh_kho_hoa,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
banh_trang_nuong,reject,False,,2028,2028,219,219,3,1,100_vietnamese_food|vietnamese_foods|vnfood_30_100,100_vietnamese_food,Banh trang nuong|banh-trang-nuong|banh_trang_nuong,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0|source_decision:HOLD_DUPLICATE_CHECK,too_few_eligible_images
banh_trung_thu,reject,False,,436,436,218,218,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,banh-trung-thu|banh_trung_thu,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
com_rang_dua_bo,reject,False,,436,436,218,218,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,com-rang-dua-bo|com_rang_dua_bo,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
banh_troi_nuoc,reject,False,,434,434,217,217,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,banh-troi-nuoc|banh_troi_nuoc,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
muc_nhoi_thit,reject,False,,434,434,217,217,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,muc-nhoi-thit|muc_nhoi_thit,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
banh_u,reject,False,,428,428,214,214,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,banh-u|banh_u,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
xoi_gac,reject,False,,426,426,213,213,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,xoi-gac|xoi_gac,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
ca_sot_ca_chua,reject,False,,424,424,212,212,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,ca-sot-ca-chua|ca_sot_ca_chua,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
mi_xao_gion,reject,False,,422,422,211,211,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,mi-xao-gion|mi_xao_gion,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
nem_nuong_nha_trang,reject,False,,422,422,211,211,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,nem-nuong-nha-trang|nem_nuong_nha_trang,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
bo_ne,reject,False,,420,420,210,210,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,bo-ne|bo_ne,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
mam_chung,reject,False,,418,418,209,209,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,mam-chung|mam_chung,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
bo_nuong_la_lot,reject,False,,414,414,207,207,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,bo-nuong-la-lot|bo_nuong_la_lot,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
ga_hap_la_chanh,reject,False,,414,414,207,207,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,ga-hap-la-chanh|ga_hap_la_chanh,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
bo_luc_lac,reject,False,,412,412,206,206,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,bo-luc-lac|bo_luc_lac,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
bun_dau_mam_tom,reject,False,,2242,2242,205,205,3,1,100_vietnamese_food|vietnamese_foods|vnfood_30_100,100_vietnamese_food,Bun dau mam tom|bun-dau-mam-tom|bun_dau_mam_tom,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0|source_decision:HOLD_DUPLICATE_CHECK,too_few_eligible_images
kho_muc_nuong,reject,False,,410,410,205,205,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,kho-muc-nuong|kho_muc_nuong,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
oc_len_xao_dua,reject,False,,410,410,205,205,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,oc-len-xao-dua|oc_len_xao_dua,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
luon_xao_xa_ot,reject,False,,408,408,204,204,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,luon-xao-xa-ot|luon_xao_xa_ot,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
ca_loc_nuong,reject,False,,406,406,203,203,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,ca-loc-nuong|ca_loc_nuong,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
mam_tep_chung_thit,reject,False,,406,406,203,203,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,mam-tep-chung-thit|mam_tep_chung_thit,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
banh_bao,reject,False,,404,404,202,202,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,banh-bao|banh_bao,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
ca_muoi_xoi,reject,False,,402,402,201,201,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,ca-muoi-xoi|ca_muoi_xoi,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
banh_giay,reject,False,,398,398,199,199,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,banh-giay|banh_giay,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
kho_quet,reject,False,,398,398,199,199,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,kho-quet|kho_quet,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
oc_buou_hap,reject,False,,398,398,199,199,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,oc-buou-hap|oc_buou_hap,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
baba_nau_chuoi_dau,reject,False,,396,396,198,198,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,baba-nau-chuoi-dau|baba_nau_chuoi_dau,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
canh_chua,reject,False,,2044,2044,197,197,3,1,100_vietnamese_food|vietnamese_foods|vnfood_30_100,100_vietnamese_food,Canh chua|canh-chua|canh_chua,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0|source_decision:HOLD_DUPLICATE_CHECK,too_few_eligible_images
chao_vit,reject,False,,392,392,196,196,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,chao-vit|chao_vit,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
goi_ca_chich,reject,False,,390,390,195,195,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,goi-ca-chich|goi_ca_chich,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
lap_xuong,reject,False,,390,390,195,195,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,lap-xuong|lap_xuong,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
xoi_nep_than,reject,False,,390,390,195,195,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,xoi-nep-than|xoi_nep_than,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
banh_pia,reject,False,,1274,1274,193,193,3,1,100_vietnamese_food|vietnamese_foods|vnfood_30_100,100_vietnamese_food,Banh pia|banh-pia|banh_pia,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0|source_decision:HOLD_DUPLICATE_CHECK,too_few_eligible_images
banh_gai,reject,False,,386,386,193,193,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,banh-gai|banh_gai,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
trung_vit_lon,reject,False,,386,386,193,193,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,trung-vit-lon|trung_vit_lon,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
bun_thit_nuong,reject,False,,1878,1878,192,192,3,1,100_vietnamese_food|vietnamese_foods|vnfood_30_100,100_vietnamese_food,Bun thit nuong|bun-thit-nuong|bun_thit_nuong,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0|source_decision:HOLD_DUPLICATE_CHECK,too_few_eligible_images
banh_gio,reject,False,,1662,1662,190,190,3,1,100_vietnamese_food|vietnamese_foods|vnfood_30_100,100_vietnamese_food,Banh gio|banh-gio|banh_gio,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0|source_decision:HOLD_DUPLICATE_CHECK,too_few_eligible_images
banh_tom_ho_tay,reject,False,,378,378,189,189,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,banh-tom-ho-tay|banh_tom_ho_tay,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
com_lam,reject,False,,378,378,189,189,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,com-lam|com_lam,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
thit_dong,reject,False,,374,374,187,187,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,thit-dong|thit_dong,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
luon_om_chuoi_dau,reject,False,,366,366,183,183,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,luon-om-chuoi-dau|luon_om_chuoi_dau,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
banh_da_cua,reject,False,,364,364,182,182,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,banh-da-cua|banh_da_cua,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
canh_bi_do,reject,False,,362,362,181,181,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,canh-bi-do|canh_bi_do,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
bun_cha_ca,reject,False,,360,360,180,180,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,bun-cha-ca|bun_cha_ca,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
nem_chua,reject,False,,1442,1442,179,179,3,1,100_vietnamese_food|vietnamese_foods|vnfood_30_100,100_vietnamese_food,Nem chua|nem-chua|nem_chua,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0|source_decision:HOLD_DUPLICATE_CHECK,too_few_eligible_images
canh_cua,reject,False,,358,358,179,179,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,canh-cua|canh_cua,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
tau_hu_nhoi_thit,reject,False,,356,356,178,178,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,tau-hu-nhoi-thit|tau_hu_nhoi_thit,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
tau_hu_non,reject,False,,356,356,178,178,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,tau-hu-non|tau_hu_non,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
banh_la,reject,False,,350,350,175,175,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,banh-la|banh_la,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
thit_trau_gac_bep,reject,False,,350,350,175,175,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,thit-trau-gac-bep|thit_trau_gac_bep,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
ca_kho_to,reject,False,,1696,1696,172,172,3,1,100_vietnamese_food|vietnamese_foods|vnfood_30_100,100_vietnamese_food,Ca kho to|ca-kho-to|ca_kho_to,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0|source_decision:HOLD_DUPLICATE_CHECK,too_few_eligible_images
khau_nhuc,reject,False,,342,342,171,171,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,khau-nhuc|khau_nhuc,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
cua_hap_bia,reject,False,,338,338,169,169,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,cua-hap-bia|cua_hap_bia,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
oc_huong_xao,reject,False,,338,338,169,169,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,oc-huong-xao|oc_huong_xao,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
cha_ca_la_vong,reject,False,,336,336,168,168,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,cha-ca-la-vong|cha_ca_la_vong,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
canh_khoai_tim,reject,False,,328,328,164,164,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,canh-khoai-tim|canh_khoai_tim,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
nui_xao,reject,False,,310,310,155,155,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,nui-xao|nui_xao,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
nam_pia,reject,False,,306,306,153,153,2,1,100_vietnamese_food|vnfood_30_100,100_vietnamese_food,nam-pia|nam_pia,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,too_few_eligible_images
guacamole,reject,False,,1298,1304,149,152,3,1,food41|food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,guacamole,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
cashew_nut,reject,False,,298,308,149,154,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,cashew-nut,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
curry_vegetarian,reject,False,,298,300,149,150,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,curry-vegetarian,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
ketchup,reject,False,,296,300,148,150,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,ketchup,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
cottage_cheese,reject,False,,294,304,147,152,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,cottage-cheese,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
soup_vegetable,reject,False,,290,298,145,149,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,soup-vegetable,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
apricots,reject,False,,288,306,144,153,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,apricots,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
muesli,reject,False,,282,298,141,149,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,muesli,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
witloof_chicory,reject,False,,280,286,140,143,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,witloof-chicory,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
baked_potato,reject,False,,278,280,139,140,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,baked-potato,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
flakes_oat,reject,False,,276,314,138,157,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,flakes-oat,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
bread_toast,reject,False,,274,276,137,138,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,bread-toast,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
ristretto_with_caffeine,reject,False,,272,316,136,158,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,ristretto-with-caffeine,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
shiitake,reject,False,,136,136,136,136,1,1,foodseg103,foodseg103,shiitake,segmentation_or_mask,,too_few_eligible_images
white_button_mushroom,reject,False,,136,136,136,136,1,1,foodseg103,foodseg103,white button mushroom,segmentation_or_mask,,too_few_eligible_images
red_cabbage,reject,False,,268,270,134,135,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,red-cabbage,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
lamb,reject,False,,167,167,133,133,3,2,food_recognition_2022|food_recognition_2022_dataset|foodseg103,food_recognition_2022_dataset|foodseg103,lamb,segmentation_or_mask,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
fruit_salad,reject,False,,264,274,132,137,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,fruit-salad,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
lentils,reject,False,,264,272,132,136,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,lentils,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
pasta_wholemeal,reject,False,,262,266,131,133,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,pasta-wholemeal,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
water_with_lemon_juice,reject,False,,260,326,130,163,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,water-with-lemon-juice,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
apple_pie,reject,False,,1256,1280,128,140,3,1,food41|food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,apple-pie|apple_pie,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
caprese_salad_tomato_mozzarella,reject,False,,254,262,127,131,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,caprese-salad-tomato-mozzarella,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
pasta_linguini_parpadelle_tagliatelle,reject,False,,252,254,126,127,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,pasta-linguini-parpadelle-tagliatelle,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
nectarine,reject,False,,248,252,124,126,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,nectarine,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
pizza_with_vegetables_baked,reject,False,,248,254,124,127,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,pizza-with-vegetables-baked,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
soup_pumpkin,reject,False,,248,262,124,131,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,soup-pumpkin,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
sweet_corn_canned,reject,False,,248,252,124,126,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,sweet-corn-canned,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
tuna,reject,False,,248,252,124,126,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,tuna,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
chicken_curry_cream_coconut_milk_curry_spices_paste,reject,False,,246,252,123,126,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,chicken-curry-cream-coconut-milk-curry-spices-paste,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
cheese_for_raclette,reject,False,,244,296,122,148,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,cheese-for-raclette,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
couscous,reject,False,,240,244,120,122,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,couscous,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
crisps,reject,False,,240,254,120,127,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,crisps,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
hazelnut_chocolate_spread_nutella_ovomaltine_caotina,reject,False,,240,256,120,128,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,hazelnut-chocolate-spread-nutella-ovomaltine-caotina,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
tart,reject,False,,236,262,118,131,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,tart,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
fresh_cheese,reject,False,,230,234,115,117,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,fresh-cheese,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
bread_nut,reject,False,,228,240,114,120,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,bread-nut,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
crunch_muesli,reject,False,,228,234,114,117,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,crunch-muesli,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
pomegranate,reject,False,,228,234,114,117,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,pomegranate,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
rice_basmati,reject,False,,228,232,114,116,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,rice-basmati,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
kolhrabi,reject,False,,226,230,113,115,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,kolhrabi,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
milk_chocolate,reject,False,,226,232,113,116,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,milk-chocolate,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
praline,reject,False,,226,236,113,118,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,praline,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
chicken_cut_into_stripes_only_meat,reject,False,,220,224,110,112,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,chicken-cut-into-stripes-only-meat,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,too_few_eligible_images
