candidate_name,decision,append_to_taxonomy,existing_canonical_class,images,instances,eligible_images,eligible_instances,source_count,eligible_source_count,sources,eligible_sources,raw_labels,dominant_candidate_origin,hold_reasons,targeted_collection_lanes,decision_reason
dry_curry,hold_private_or_license,False,,101,101,0,0,1,0,rkuo2000/uecfood256,,dry curry,uec_bbox_metadata_review,source_decision:HOLD_LICENSE,,no_default_training_source
kamameshi,hold_private_or_license,False,,101,101,0,0,1,0,rkuo2000/uecfood256,,kamameshi,uec_bbox_metadata_review,source_decision:HOLD_LICENSE,,no_default_training_source
mozuku,hold_private_or_license,False,,101,101,0,0,1,0,rkuo2000/uecfood256,,mozuku,uec_bbox_metadata_review,source_decision:HOLD_LICENSE,,no_default_training_source
raisin_bread,hold_private_or_license,False,,101,101,0,0,1,0,rkuo2000/uecfood256,,raisin bread,uec_bbox_metadata_review,source_decision:HOLD_LICENSE,,no_default_training_source
scrambled_egg,hold_private_or_license,False,,101,101,0,0,1,0,rkuo2000/uecfood256,,scrambled egg,uec_bbox_metadata_review,source_decision:HOLD_LICENSE,,no_default_training_source
vermicelli_noodles_with_snails,hold_private_or_license,False,,101,101,0,0,1,0,rkuo2000/uecfood256,,Vermicelli noodles with snails,uec_bbox_metadata_review,source_decision:HOLD_LICENSE,,no_default_training_source
chop_suey,hold_private_or_license,False,,100,100,0,0,1,0,rkuo2000/uecfood256,,chop suey,uec_bbox_metadata_review,source_decision:HOLD_LICENSE,,no_default_training_source
crispy_noodles,hold_private_or_license,False,,100,100,0,0,1,0,rkuo2000/uecfood256,,Crispy Noodles,uec_bbox_metadata_review,source_decision:HOLD_LICENSE,,no_default_training_source
green_curry,hold_private_or_license,False,,100,100,0,0,1,0,rkuo2000/uecfood256,,green curry,uec_bbox_metadata_review,source_decision:HOLD_LICENSE,,no_default_training_source
noodles_with_fish_curry,hold_private_or_license,False,,100,100,0,0,1,0,rkuo2000/uecfood256,,noodles with fish curry,uec_bbox_metadata_review,source_decision:HOLD_LICENSE,,no_default_training_source
parfait,hold_private_or_license,False,,100,100,0,0,1,0,rkuo2000/uecfood256,,parfait,uec_bbox_metadata_review,source_decision:HOLD_LICENSE,,no_default_training_source
pork_with_lemon,hold_private_or_license,False,,100,100,0,0,1,0,rkuo2000/uecfood256,,Pork with lemon,uec_bbox_metadata_review,source_decision:HOLD_LICENSE,,no_default_training_source
spinach_and_pork_liver_soup,hold_private_or_license,False,,98,98,0,0,1,0,zachaluza/cnfood-241,,Spinach and pork liver soup,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-3.0,,no_default_training_source
jellyfish,hold_private_or_license,False,,37,37,0,0,1,0,zachaluza/cnfood-241,,Jellyfish,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-3.0,,no_default_training_source
biryani,hold_private_or_license,False,,2,2,0,0,1,0,youssefahmed003/junk-food-object-detection-dataset-yolo-format,,biryani,yolo_detection,source_decision:HOLD_OVERLAP_ONLY,,no_default_training_source
3,reject,False,,4947,4947,4832,4832,2,1,shanemarvinmay/food-image-dataset|warcoder/fruit-recognition-and-calories-estimation,warcoder/fruit-recognition-and-calories-estimation,3,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,numeric_or_placeholder_label
2,reject,False,,4890,4890,4760,4760,2,1,shanemarvinmay/food-image-dataset|warcoder/fruit-recognition-and-calories-estimation,warcoder/fruit-recognition-and-calories-estimation,2,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,numeric_or_placeholder_label
1,reject,False,,4977,4977,4357,4357,2,1,shanemarvinmay/food-image-dataset|warcoder/fruit-recognition-and-calories-estimation,warcoder/fruit-recognition-and-calories-estimation,1,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,numeric_or_placeholder_label
4,reject,False,,4201,4201,4080,4080,2,1,shanemarvinmay/food-image-dataset|warcoder/fruit-recognition-and-calories-estimation,warcoder/fruit-recognition-and-calories-estimation,4,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,numeric_or_placeholder_label
6,reject,False,,1296,1296,1050,1050,2,1,shanemarvinmay/food-image-dataset|warcoder/fruit-recognition-and-calories-estimation,warcoder/fruit-recognition-and-calories-estimation,6,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,numeric_or_placeholder_label
8,reject,False,,1150,1150,1050,1050,2,1,shanemarvinmay/food-image-dataset|warcoder/fruit-recognition-and-calories-estimation,warcoder/fruit-recognition-and-calories-estimation,8,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,numeric_or_placeholder_label
cheese,reject,False,,1463,1491,800,814,3,2,awsaf49/food-recognition-2022-dataset|bjoernjostein/food-classification|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset|bjoernjostein/food-classification,cheese,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,base_reject_alias
7,reject,False,,663,663,510,510,2,1,shanemarvinmay/food-image-dataset|warcoder/fruit-recognition-and-calories-estimation,warcoder/fruit-recognition-and-calories-estimation,7,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,numeric_or_placeholder_label
5,reject,False,,633,633,483,483,2,1,shanemarvinmay/food-image-dataset|warcoder/fruit-recognition-and-calories-estimation,warcoder/fruit-recognition-and-calories-estimation,5,classification_pseudo_box_review,source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,numeric_or_placeholder_label
hummus,reject,False,,2516,2544,258,272,4,1,awsaf49/food-recognition-2022-dataset|kmader/food41|sainikhileshreddy/food-recognition-2022|shanemarvinmay/food-image-dataset,awsaf49/food-recognition-2022-dataset,hummus,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
french_fries,reject,False,,3467,3467,244,244,5,1,fontainenathan/foodseg103|kmader/food41|rkuo2000/uecfood256|shanemarvinmay/food-image-dataset|zachaluza/cnfood-241,fontainenathan/foodseg103,French fries|french fries|french_fries,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-3.0|source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE,,too_few_eligible_images
hot_dog,reject,False,,2314,2314,200,200,4,1,kmader/food41|nikolasgegenava/popular-street-foods|rkuo2000/uecfood256|shanemarvinmay/food-image-dataset,nikolasgegenava/popular-street-foods,hot dog|hot_dog,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE,,too_few_eligible_images
churros,reject,False,,2200,2200,200,200,3,1,kmader/food41|nikolasgegenava/popular-street-foods|shanemarvinmay/food-image-dataset,nikolasgegenava/popular-street-foods,churros,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,too_few_eligible_images
fish_and_chips,reject,False,,2200,2200,200,200,3,1,kmader/food41|nikolasgegenava/popular-street-foods|shanemarvinmay/food-image-dataset,nikolasgegenava/popular-street-foods,fish_and_chips,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,too_few_eligible_images
crepes,reject,False,,200,200,200,200,1,1,nikolasgegenava/popular-street-foods,nikolasgegenava/popular-street-foods,crepes,classification_pseudo_box_review,,,too_few_eligible_images
shawarma,reject,False,,199,199,199,199,1,1,nikolasgegenava/popular-street-foods,nikolasgegenava/popular-street-foods,shawarma,classification_pseudo_box_review,,,too_few_eligible_images
tacos,reject,False,,2304,2304,198,198,4,1,kmader/food41|nikolasgegenava/popular-street-foods|rkuo2000/uecfood256|shanemarvinmay/food-image-dataset,nikolasgegenava/popular-street-foods,tacos,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE,,too_few_eligible_images
currywurst,reject,False,,197,197,197,197,1,1,nikolasgegenava/popular-street-foods,nikolasgegenava/popular-street-foods,currywurst,classification_pseudo_box_review,,,too_few_eligible_images
poutine,reject,False,,2196,2196,196,196,3,1,kmader/food41|nikolasgegenava/popular-street-foods|shanemarvinmay/food-image-dataset,nikolasgegenava/popular-street-foods,poutine,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,too_few_eligible_images
burger,reject,False,,195,195,195,195,1,1,nikolasgegenava/popular-street-foods,nikolasgegenava/popular-street-foods,burger,classification_pseudo_box_review,,,too_few_eligible_images
pani_puri,reject,False,,194,194,194,194,1,1,nikolasgegenava/popular-street-foods,nikolasgegenava/popular-street-foods,pani_puri,classification_pseudo_box_review,,,too_few_eligible_images
gelato,reject,False,,186,186,186,186,1,1,nikolasgegenava/popular-street-foods,nikolasgegenava/popular-street-foods,gelato,classification_pseudo_box_review,,,too_few_eligible_images
empanadas,reject,False,,180,180,180,180,1,1,nikolasgegenava/popular-street-foods,nikolasgegenava/popular-street-foods,empanadas,classification_pseudo_box_review,,,too_few_eligible_images
nem_chua,reject,False,,1984,1984,179,179,4,1,karos2504/100-vietnamese-food|keno31/vietnaemese-food-dataset|meowluvmatcha/vnfood-30-100|quandang/vietnamese-foods,karos2504/100-vietnamese-food,Nem chua|nem-chua|nem_chua,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0|source_decision:HOLD_DUPLICATE_CHECK|source_decision:HOLD_LICENSE,VIETNAMESE_DISH_EXPANSION,too_few_eligible_images
canh_cua,reject,False,,358,358,179,179,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,canh-cua|canh_cua,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,too_few_eligible_images
pretzel,reject,False,,179,179,179,179,1,1,nikolasgegenava/popular-street-foods,nikolasgegenava/popular-street-foods,pretzel,classification_pseudo_box_review,,,too_few_eligible_images
tau_hu_nhoi_thit,reject,False,,356,356,178,178,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,tau-hu-nhoi-thit|tau_hu_nhoi_thit,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,too_few_eligible_images
tau_hu_non,reject,False,,356,356,178,178,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,tau-hu-non|tau_hu_non,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,too_few_eligible_images
falafel,reject,False,,2177,2177,177,177,3,1,kmader/food41|nikolasgegenava/popular-street-foods|shanemarvinmay/food-image-dataset,nikolasgegenava/popular-street-foods,falafel,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,too_few_eligible_images
banh_la,reject,False,,350,350,175,175,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,banh-la|banh_la,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,too_few_eligible_images
thit_trau_gac_bep,reject,False,,350,350,175,175,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,thit-trau-gac-bep|thit_trau_gac_bep,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,too_few_eligible_images
ca_kho_to,reject,False,,2845,2845,172,172,5,1,karos2504/100-vietnamese-food|keno31/vietnaemese-food-dataset|lenguyentrung/vietnamese-food|meowluvmatcha/vnfood-30-100|quandang/vietnamese-foods,karos2504/100-vietnamese-food,Ca kho to|ca-kho-to|ca_kho_to,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0|source_decision:HOLD_DUPLICATE_CHECK|source_decision:HOLD_LICENSE,VIETNAMESE_DISH_EXPANSION,too_few_eligible_images
khau_nhuc,reject,False,,342,342,171,171,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,khau-nhuc|khau_nhuc,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,too_few_eligible_images
cua_hap_bia,reject,False,,338,338,169,169,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,cua-hap-bia|cua_hap_bia,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,too_few_eligible_images
oc_huong_xao,reject,False,,338,338,169,169,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,oc-huong-xao|oc_huong_xao,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,too_few_eligible_images
kebab,reject,False,,169,169,169,169,1,1,nikolasgegenava/popular-street-foods,nikolasgegenava/popular-street-foods,kebab_(shish_kebab),classification_pseudo_box_review,,,too_few_eligible_images
cha_ca_la_vong,reject,False,,336,336,168,168,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,cha-ca-la-vong|cha_ca_la_vong,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,too_few_eligible_images
pizza_slice,reject,False,,167,167,167,167,1,1,nikolasgegenava/popular-street-foods,nikolasgegenava/popular-street-foods,pizza_slice,classification_pseudo_box_review,,,too_few_eligible_images
canh_khoai_tim,reject,False,,328,328,164,164,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,canh-khoai-tim|canh_khoai_tim,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,too_few_eligible_images
pad_thai,reject,False,,2160,2160,160,160,3,1,kmader/food41|nikolasgegenava/popular-street-foods|shanemarvinmay/food-image-dataset,nikolasgegenava/popular-street-foods,pad_thai,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,too_few_eligible_images
arepas,reject,False,,160,160,160,160,1,1,nikolasgegenava/popular-street-foods,nikolasgegenava/popular-street-foods,arepas,classification_pseudo_box_review,,,too_few_eligible_images
samosas,reject,False,,157,157,157,157,1,1,nikolasgegenava/popular-street-foods,nikolasgegenava/popular-street-foods,samosas,classification_pseudo_box_review,,,too_few_eligible_images
nui_xao,reject,False,,310,310,155,155,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,nui-xao|nui_xao,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,too_few_eligible_images
nam_pia,reject,False,,306,306,153,153,2,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100,karos2504/100-vietnamese-food,nam-pia|nam_pia,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,too_few_eligible_images
guacamole,reject,False,,2298,2304,149,152,4,1,awsaf49/food-recognition-2022-dataset|kmader/food41|sainikhileshreddy/food-recognition-2022|shanemarvinmay/food-image-dataset,awsaf49/food-recognition-2022-dataset,guacamole,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
cashew_nut,reject,False,,298,308,149,154,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,cashew-nut,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
curry_vegetarian,reject,False,,298,300,149,150,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,curry-vegetarian,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
ketchup,reject,False,,296,300,148,150,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,ketchup,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
cottage_cheese,reject,False,,294,304,147,152,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,cottage-cheese,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
soup_vegetable,reject,False,,290,298,145,149,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,soup-vegetable,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
apricots,reject,False,,288,306,144,153,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,apricots,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
muesli,reject,False,,282,298,141,149,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,muesli,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
witloof_chicory,reject,False,,280,286,140,143,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,witloof-chicory,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
baked_potato,reject,False,,278,280,139,140,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,baked-potato,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
flakes_oat,reject,False,,276,314,138,157,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,flakes-oat,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
bread_toast,reject,False,,274,276,137,138,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,bread-toast,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
ristretto_with_caffeine,reject,False,,272,316,136,158,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,ristretto-with-caffeine,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
shiitake,reject,False,,136,136,136,136,1,1,fontainenathan/foodseg103,fontainenathan/foodseg103,shiitake,segmentation_or_mask,,,too_few_eligible_images
white_button_mushroom,reject,False,,136,136,136,136,1,1,fontainenathan/foodseg103,fontainenathan/foodseg103,white button mushroom,segmentation_or_mask,,,too_few_eligible_images
red_cabbage,reject,False,,268,270,134,135,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,red-cabbage,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
lamb,reject,False,,167,167,133,133,3,2,awsaf49/food-recognition-2022-dataset|fontainenathan/foodseg103|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset|fontainenathan/foodseg103,lamb,segmentation_or_mask,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
fruit_salad,reject,False,,1331,1341,132,137,3,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022|zachaluza/cnfood-241,awsaf49/food-recognition-2022-dataset,Fruit salad|fruit-salad,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-3.0|source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
lentils,reject,False,,264,272,132,136,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,lentils,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
pasta_wholemeal,reject,False,,262,266,131,133,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,pasta-wholemeal,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
water_with_lemon_juice,reject,False,,260,326,130,163,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,water-with-lemon-juice,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
apple_pie,reject,False,,2357,2381,128,140,5,1,awsaf49/food-recognition-2022-dataset|kmader/food41|rkuo2000/uecfood256|sainikhileshreddy/food-recognition-2022|shanemarvinmay/food-image-dataset,awsaf49/food-recognition-2022-dataset,apple pie|apple-pie|apple_pie,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED|source_decision:HOLD_LICENSE|source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
caprese_salad_tomato_mozzarella,reject,False,,254,262,127,131,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,caprese-salad-tomato-mozzarella,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
pasta_linguini_parpadelle_tagliatelle,reject,False,,252,254,126,127,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,pasta-linguini-parpadelle-tagliatelle,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
nectarine,reject,False,,248,252,124,126,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,nectarine,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
pizza_with_vegetables_baked,reject,False,,248,254,124,127,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,pizza-with-vegetables-baked,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
soup_pumpkin,reject,False,,248,262,124,131,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,soup-pumpkin,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
sweet_corn_canned,reject,False,,248,252,124,126,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,sweet-corn-canned,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
tuna,reject,False,,248,252,124,126,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,tuna,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
chicken_curry_cream_coconut_milk_curry_spices_paste,reject,False,,246,252,123,126,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,chicken-curry-cream-coconut-milk-curry-spices-paste,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
cheese_for_raclette,reject,False,,244,296,122,148,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,cheese-for-raclette,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
couscous,reject,False,,240,244,120,122,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,couscous,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
crisps,reject,False,,240,254,120,127,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,crisps,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
hazelnut_chocolate_spread_nutella_ovomaltine_caotina,reject,False,,240,256,120,128,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,hazelnut-chocolate-spread-nutella-ovomaltine-caotina,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
tart,reject,False,,236,262,118,131,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,tart,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
fresh_cheese,reject,False,,230,234,115,117,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,fresh-cheese,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
bread_nut,reject,False,,228,240,114,120,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,bread-nut,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
crunch_muesli,reject,False,,228,234,114,117,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,crunch-muesli,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
pomegranate,reject,False,,228,234,114,117,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,pomegranate,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
rice_basmati,reject,False,,228,232,114,116,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,rice-basmati,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
kolhrabi,reject,False,,226,230,113,115,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,kolhrabi,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
milk_chocolate,reject,False,,226,232,113,116,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,milk-chocolate,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,too_few_eligible_images
